"nome_do_funcionario","item_comprado","valor_em_real","data_da_compra"
"WANG, LEI","Post-it 3M 38712 31035 PADRAO 6X9 CM 24 UNIDADES","18.5","2024-10-16 06:41:05"
"Lisa","Asociacion del municipio","1159.0","2024-04-04 12:08:19"
"Kyle","Supplies","133.75","2024-02-10 00:00:00"
"Knudsen, Eva","Governo do Estado de Mato Grosso","166.0","2024-11-30 19:36:06"
"Aaron","Government of Canada","1.51","2024-06-13 16:27:33"
"Julian","Service of parking lot","0.0","2024-08-18 10:24:32"
"Alexander","Gasolina com 93% de qualidade","19.65","2024-01-29 01:46:04"
"Mrs. Gopala Krishna Rao","Balaji Silk Saree","121.62","2024-07-11 09:12:37"
"Raj Kumar","Kerosene 10 Ltr","187.0","2024-09-12 21:26:51"
"H.K. Ramaiya","Government of Canada","2010.0","2024-08-11 11:40:17"
"Mrs. Nguyen Thi Thanh","Medicine","39.41","2024-04-06 12:57:06"
"JANE TORRES","Provisão de combustível","47.0","2024-07-07 11:34:08"
"Mr. Manoj Kumar","Mobile Phone","1649.0","2024-04-23 18:39:34"
"BRIAN MUKAMBI","Government","1.0","2024-08-07 14:24:10"
"NAME-138","Não declarado","76.74","2024-04-17 17:16:23"
"Mr. Anthony","Government Services","483.92","2024-12-21 15:44:34"
"Yoked Paget","DIGITAL-Intermedi&#225;ria e de internet","5.74","2024-06-26 12:38:37"
"Mrs. K.D. Arun","Prepaid Mobile Card with 300 Units value","24.0","2024-01-01 10:00:00"
"LINDA CRAWFORD","BROCA DE RETIFICADORA DE TOLERANCIA 0.5","169.7","2024-07-04 08:29:39"
"Dennis Stewart","Acessórios","114.99","2024-11-19 14:47:05"
"Ruine Fortune","Bicicleta","669.9","2024-05-12 12:06:30"
"Peter Chin","Computador HP","2664.0","2024-04-04 20:38:17"
"Fernanda Silva","Batata frita","1.0","2024-05-30 17:31:35"
"S. A. KOUMPOULIS","Serviço de limpeza doméstica","30.5","2024-01-01 15:42:51"
"Muhammad Yousaf","Rent and Maintenance","12.75","2024-04-28 13:43:01"
"JAMES THOMAS","Samsung Galaxy A51 128 GB 6GB RAM Dual Sim - Cinza, MN325FZKCZF","1934.57","2024-11-07 14:00:00"
"Amanda Wolff","Resistência de moldagem","38.32","2024-01-24 01:26:28"
"FRANCIS, DAVID","01/05/2018 13:44 DOCUMENTOS DE PRODUCAO DO SISTEMA DNCS","0.0","2024-05-09 11:34:35"
"Ms. Cynthia E. Boone","Medical Face Mask","299.0","2024-03-26 09:39:23"
"Mr. Arshad Ali","Money","1.24","2024-09-20 09:15:02"
"Peter K","Liquid Soap","16.63","2024-01-01 00:00:00"
"Smith","Fuel","798.0","2024-05-19 17:00:42"
"NANOJANIDZE, LIA","Foods","32.88","2024-07-15 22:08:52"
"Mr. Yashwant Singh","Kailash Kasa","10.0","2024-01-07 10:30:17"
"Kamil","Hull drills","192.07","2024-04-24 18:46:27"
"James Herman","Frozen Food","11.9","2024-12-24 04:29:27"
"maria","Bloco de notas","113.6","2024-09-07 13:13:29"
"Juliette Dion","AIR CONDITIONING AND REFRIGERATION EQUIPMENT","3125.0","2024-07-17 12:43:01"
"Prabhat","Agriculture","68.0","2024-08-04 14:14:12"
"Ronald","Gasolina","106.0","2024-09-24 18:15:18"
"Salah Al Youssif","Government","1.74","2024-11-04 10:41:56"
"Wang, Jun","Computer services","88.0","2024-05-13 16:51:51"
"Maria Monserrat","TV","102.24","2024-04-26 07:36:30"
"MARIA JOSE","Cartucho de toner","10.67","2024-02-08 17:30:00"
"Josephine Kwakye-Poku","Truck","72000.0","2024-05-25 11:28:48"
"KAY, LESLIE","Professional Services","167.0","2024-09-07 12:47:51"
"Mrs. Casey M. Worthington","Maus Bolsas com Abrigo Inverno","291.0","2024-07-18 19:58:51"
"S/D H O'SULLIVAN","trabalho","2609.0","2024-12-26 12:32:31"
"Sonia","FAROL TERMICO HOT ROD 12V 50W","13.64","2024-10-15 22:09:48"
"SILVA, O B","Desenvolvimento de Software","11000.0","2024-01-01 17:52:22"
"Josephine Gonzalez","N.A","1.4","2024-05-27 09:56:58"
"Deborah Bish","Preguiças","120.0","2024-06-05 16:33:56"
"Muhammad Arif","Paper","87.37","2024-10-04 11:39:08"
"Mrs. Lieselotte Blankenship","Adult Care Insurance","546.0","2024-06-26 17:04:12"
"POLYCARPINE KWABENA MENSAH","Purchased 15 Ltrs of fuel","574.0","2024-11-19 02:05:08"
"Nwabueze, Ejike","[{'id': '1', 'descricao': 'Tanque de agua 1000 Litros', 'valor': '100,00', 'quantidade': '1', 'subtotal': '100,00'}, {'id': '2","200.0","2024-05-28 12:04:45"
"NADIRA DEW","GLOVETTES","42.99","2024-03-12 18:45:27"
"Sylvia","Portaria para alteração da atividade","2.0","2024-01-03 14:56:36"
"MRS. N. A. NAKHID","School fees","1.0","2024-02-20 08:38:38"
"Mrs. Loretta Gutkowski","Electric stove","1793.0","2024-05-19 11:06:10"
"Elias Zamora","Cartão de Crédito Visa (Visa credit card)","53.64","2024-03-12 16:28:51"
"Karen","Compras de Produtos - Serviços","111.9","2024-01-27 09:42:41"
"Aung Kyi","Food and drinks","29.9","2024-03-16 20:23:58"
"DR. AMRISH BEDI","ELECTRICAL TREATMENT","10.88","2024-08-10 19:25:43"
"Elizabeth","Venda prĂ©-fabricada e/ou em chapas","1014.0","2024-12-08 15:24:43"
"Mrs. Renae Pfeffer","Agricultura","1107.0","2024-05-11 18:10:49"
"Alvaro Carolo","Supplies","13.0","2024-12-13 10:41:48"
"Jill","Road Traffic Management System","2389.0","2024-03-01 14:26:59"
"Aminata Thiam","Pocket Money","8.04","2024-04-11 16:37:17"
"Tsotne F. Tsagareishvili","Food and beverages","27.18","2024-05-17 14:03:40"
"Josephine Kwuatza","Office supplies","399.0","2024-04-01 15:43:35"
"Dávid Kozma","Dinheiro","48.32","2024-07-11 12:30:12"
"EZEKIEL OSSAI","Disinfecting Wipes","20.6","2024-09-10 17:26:15"
"ACCOUNTANT","Bearings and parts for the engine","1494.0","2024-08-04 18:03:35"
"Shiv Prasad","Stationery","26.16","2024-04-29 20:35:11"
"Nguyễn Văn Thiện","Phuoc Phat","52.0","2024-07-18 10:57:57"
"Akram, Sayami","SAMSUNG GALAXY A10S","899.0","2024-10-10 16:25:34"
"WANJIRU WANGARI KANJIRU","DSTV-DECODER","322.0","2024-06-26 11:02:11"
"JOSEPHINA C. BAUTISTA","Nutri-Plus B-Complex","13.64","2024-07-05 11:34:22"
"ADUKE ADEBIYI","Bottled Water","18.3","2024-09-24 15:31:53"
"Fredrik Lundin","laptop","1359.0","2024-04-29 14:27:18"
"Martin","MOTOROLA XT-585 MODEL 585 MODEL","204.0","2024-07-25 20:04:46"
"Adebayo, Michael","SALT AND PEPPER","33.9","2024-08-01 14:52:22"
"Atanasov, Konstantin","Salad, grilled chicken, and Caesar dressing","48.26","2024-06-20 06:15:03"
"Mukundan M","Purchase order for the purchase of a luxury car","1328.74","2024-11-15 12:39:56"
"ARUN KUMAR","Groceries","407.31","2024-01-01 14:16:57"
"Soumya Ghosh","Mobile Phone","1229.0","2024-12-16 09:03:09"
"WILLIAMSON, CHRISTINA","Computer Services","246.1","2024-10-14 16:35:07"
"HARISON, Edwin","Projeto Carga 2018 - 2019","2395.02","2024-02-09 08:45:00"
"James Hancock","Desk","668.34","2024-02-22 09:27:55"
"Mofolawole Olawale","Official Attire","265.0","2024-03-20 19:15:43"
"Mr. Osei Agyei","Travel expense","724.22","2024-12-07 10:04:42"
"John","BICOLOR PANT","198.0","2024-10-10 11:25:31"
"Ms. Lourdes Oyong","Travel & Cross-Border Movements","282.0","2024-07-04 11:47:20"
"Ahmed Zeineddine","GAS BOLUCA 1,5L","15.0","2024-12-28 16:39:38"
"Mrs. Danya T. Perez","200 ml Bottle of Vodka","39.9","2024-08-04 13:53:52"
"RONALD BERNARD","salario","1288.0","2024-09-01 15:00:00"
"JACKIE GIBSON","PADS","68.0","2024-07-22 15:36:40"
"Peter S.","Produto: 13118 - Código de Barras: 7897454300012","830.92","2024-05-08 12:27:33"
"Mohamed","Government","1.0","2024-07-04 11:36:07"
"Mr. Siddhartha Munshi","CARTOGRAPHY","136.39","2024-08-12 13:35:06"
"VASILIY VASILYEVICH KIRYUKHIN","Health care","10.0","2024-01-19 19:15:55"
"Santos Javier","Aluguel de Carro","290.0","2024-08-05 14:53:47"
"PATCH VIVIENNE","Geladeira","324.0","2024-02-16 10:40:02"
"Peter Smith","Computer","1640.99","2024-05-23 08:50:52"
"Kwabena Yaw","Digital Marketing Services","1.72","2024-02-24 17:19:47"
"Michael Borthwick","Bread","20.14","2024-11-19 17:28:06"
"NICHOLAS SOLOMON NDAMU","Fuel for official vehicle","35.0","2024-06-06 15:56:30"
"RJ","Bilhete de ônibus","0.85","2024-05-20 12:01:21"
"Jianxin, Yin","item_000030","100.74","2024-02-16 17:10:09"
"SANNER, CHARLTON","Medicamentos","46.0","2024-10-09 19:02:33"
"Bradley Ferguson","Materias Primas","33.0","2024-06-30 11:53:06"
"TACHADO, MATTHEW","4 x 200 ML BODEBAL FRESH BLOOD ORANGE JUICE","61.99","2024-07-30 08:50:47"
"E.G.","Cartão de Bem-Estar","210.0","2024-09-28 08:14:14"
"Tony","Pedra-sacar","3.99","2024-08-14 13:16:48"
17,"OUTRAS SERVIÇOS","1.4","2024-07-05 19:02:05"
"CORDEIRO, SÃO PAULO","Cartucho de tinta","18.0","2024-10-27 13:58:38"
"Srinivasan, Prabhakar","Dishwasher","578.69","2024-01-01 17:06:01"
"KERI HUNTER","Government","21.72","2024-11-21 00:00:00"
"Robert Neville","Decentralization and Social Legislation","23.84","2024-09-28 12:39:40"
"Kurilova, Natalya","Computers and accessories","1869.0","2024-08-08 20:11:47"
"Jihad Zaidi","COMPRAS","92.97","2024-11-07 16:01:46"
"Mrs. Sidney Sawyer","Office supplies","18.4","2024-05-16 00:30:13"
"MAMAH OLUWAKAYO A","Airtime recharge for MTN","13.2","2024-01-13 00:24:57"
"Alice","cereal","3.18","2024-05-14 21:17:13"
"Cromwell Watkins","Invoice for the services of the Mobility and Transportation Department","16.36","2024-09-10 19:13:57"
"Robert L. Moser","TASER X26P and Cartridges","1492.1500000000003","2024-03-14 20:33:35"
"Mr. Dnld M. Tuzon","Government","111.23","2024-01-15 08:54:28"
"Berengario,Nuno","loja","1.45","2024-05-05 13:43:11"
"Mrs. Ahmed","Copper Chest","224.5","2024-01-18 15:24:35"
"RAMBABU SINGH","Purchase","157.0","2024-12-25 13:22:37"
"Joseph R. BURROWS","CUSTOMER SERVICE","286.99","2024-07-25 15:29:07"
"Brenda Benjamin","Servico de drenagem de um terreiro","2030.0","2024-05-12 15:16:24"
"Leonidas Kaoudis","Otismo","7.99","2024-07-31 17:34:24"
"LUCIANO VICENTE DE SOUSA","Caderno de temporizadores","139.99","2024-06-14 16:21:23"
"Ademola Akinyemi","Gasoline","66.25","2024-10-08 11:59:33"
"Fernando da Silva da Paz","Gasoline","24.99","2024-10-01 01:59:11"
"ZHANG, CHAO","Government of Canada","17225.0","2024-08-01 10:40:40"
"Mrs. Rita Chadwick","Liquor","1.0","2024-02-15 11:06:09"
"Mrs. Daisy Fleming","Milk - 2 L","12.0","2024-07-28 14:37:46"
"Fathiya Ahmed","Office Materials and Supplies","24.87","2024-07-11 13:24:57"
"Morris Watts","Sterling Silver","37.99","2024-05-28 04:28:52"
"JESSICA MELISSA WILSON","Fuel","111.26","2024-02-22 15:21:13"
"Kim, Chun","Lamparinas","13.0","2024-11-01 16:48:27"
"Salinas, Daisy","Gasoline","209.5","2024-09-27 07:30:25"
"Pamela D. Roberts","Servico de Internet","45.0","2024-10-11 16:41:48"
"FALCON, Marc","Aerogel","4598.0","2024-04-04 14:53:01"
"Elizabeth","Papel de escrita","14.82","2024-07-10 20:30:55"
"JORD MARIE","Serviços de informática","210.0","2024-08-24 18:55:47"
"DANTES, JEAN-MARC","'Terceirizado - Transporte de Vultos'","0.0","2024-09-12 09:33:47"
"Mrs. Raisa E. Pagkalinawan","Pilot Pen 02402H","9.48","2024-10-13 12:12:19"
"Cynthia J. Tate","Gasoline","102.42","2024-08-01 08:56:38"
"PATEL, ANIL","Water Cooler","81.97","2024-05-06 18:49:17"
"Browne, Lori","FOOD","136.67","2024-11-14 15:35:45"
"Martin","Coca-Cola Lata Alumínio 'Coca-Cola Zero', 350ml","4.6","2024-02-04 10:13:58"
"Khaled Taha","Stamp","0.76","2024-09-25 12:02:04"
"Jeffrey","BALANÇO","303.4","2024-08-08 17:03:11"
"Barbara M","BARBEITAGEM / CORTE DE CABELO / BARBEITAGEM / CORTE DE COMECADO","37.0","2024-04-07 15:43:56"
"Mr. Cesar Ortiz","Tapa do sistema de água","467.0","2024-03-10 19:59:11"
"BARAKA, JENNIFER CHRISTINE","Crime Stoppers t-shirt","14.99","2024-05-29 17:58:30"
"Arkadiusz Pecyna","Cheque","84.95","2024-02-22 15:40:46"
"Fernando","Bicicleta","399.99","2024-07-18 14:06:53"
"Lisa Smith","Battery operated toy","279.99","2024-07-09 13:42:24"
"Sudheer Reddy","Organic Chia Seeds","170.68","2024-05-04 08:29:21"
"Kursat İrmak","Xerox Workcenter 8100","737.0","2024-04-13 05:04:03"
"Thomas M","Motorola Moto G5S Plus 64GB Black","2242.0","2024-03-02 13:42:07"
"M. N.","Tecido de Sobremesa","10.0","2024-11-19 13:48:10"
"Nhamo, Obert","Hand gloves","42.48","2024-03-12 16:04:38"
"Ryan","Gizmos","55.0","2024-05-27 18:15:47"
"Caleb Pope","Government","210.0","2024-07-26 12:24:15"
"KOJI YAMASHITA",3500,"35.0","2024-08-16 11:29:19"
"Mrs. Krithika M","Computer Hardware (10)","1044.0","2024-01-25 13:48:10"
"Margaret H","Serviços prestados por funcionários","124.0","2024-10-29 11:30:11"
"Mrs. Shumaila Khan","HCL MediaCell 16U/32P 12V 600W PDU / PDUs / Power Distribution Units","2084.6","2024-11-09 16:10:49"
"Rajeshwar Reddy","Trip to State Government","21000000.0","2024-06-22 10:19:24"
"SAMUEL OLUWASEUN OYEWOLE","AIRTIME","10.0","2024-07-03 07:10:58"
"ZAWADOWSKI, Ewa","47 - Material de escritório: Cesta","10.01","2024-01-24 13:50:13"
"Bernard T. Breaux","Pocketknife","90.0","2024-10-07 13:30:05"
"HARRY BIGGAR","Compras de material escolar","1735.0","2024-07-26 17:20:10"
"Mamadou BOUYE","Cota de Utilização de Internet","15.3","2024-03-19 12:51:04"
"Schmitt, Lori","Office Supplies","4.79","2024-02-10 14:47:12"
"Mohammed","Purchase by government","14.0","2024-05-09 20:46:47"
"Vasiliy Vokhmin","Paper","35.0","2024-08-28 10:56:46"
"Mr. Sandesh D. Agashe","Direcção Geral de Imigração","18.0","2024-08-01 09:38:52"
"Mukesh Kumar","Screwdriver Set","180.99","2024-04-06 15:01:03"
"Bradley Stan","Agricultural machinery parts","2932.8","2024-11-10 18:54:30"
"Graham","Government","13608.0","2024-12-21 14:23:11"
"Joseph Alphonso","Budget support","10.0","2024-06-03 11:45:53"
"SCHOFIELD BARBARA","Attendance Allowance","509.86","2024-03-30 15:01:20"
"Mrs. Bella K. Choi","Renovação de chave pessoal","328.5","2024-01-01 22:55:00"
"Sarah N","Judicial Services","0.0","2024-08-08 04:54:47"
"Ahmed 3019","Terceiro grau de uma frente de um calca","1.9","2024-09-08 01:00:49"
"Mr. Poma","Books","216.0","2024-08-09 17:59:09"
"Mr. Harrison Brown","Microprocessor","661.2","2024-11-11 15:57:23"
"Johnny","Serviços de transporte","96.5","2024-11-21 11:43:15"
"TODD, MARIE","Chair","186.0","2024-06-02 15:06:20"
"IK AKINDELE","GENERATING RANDOM STRING","212.1","2024-08-12 15:16:49"
"Kwame Amankwa","Gasoline","10.0","2024-11-26 16:44:31"
"Jennifer","Bebidas","17.0","2024-08-19 02:10:36"
"Dr. Sukhwinder Singh","Purity Plus Organic","140.27","2024-11-10 08:36:27"
"John Yeboah","Office Supplies","138.0","2024-06-26 08:24:58"
"Wong, Kok Kuan","Food","4.9","2024-09-12 18:26:40"
"SARANDEEP KUMAR","Clothing","111.35","2024-11-20 00:00:00"
"Mrs. Shivani Kaur","Government","103.01","2024-07-08 18:27:23"
"GEORGE MWANGI","126 000000000000000000000000000000000000000000000000000000000000","1680.0","2024-12-24 10:28:05"
"A. O. OGUNMOLASA","T-SHIRT","117.0","2024-10-22 18:15:13"
"Joseph Zegarra","Vans A/S","24.0","2024-07-25 11:10:41"
"Jayalakshmi M","Stationery","49.0","2024-02-26 15:48:21"
"SPOUSE","FUNDAÇÃO DE SUPORTE AO DESENVOLVIMENTO DA REGIÃO DA CAPITAL FEDERAL","1.0","2024-11-18 13:39:00"
"Whitney Riley","WOMEN'S BUSINESS CASUAL PANTS - RED","102.37","2024-09-18 13:37:01"
"Mr Timothy Howard","Dispositivos e acessorios para computadores","339.0","2024-05-08 18:11:50"
"GHAZALA SHAH",0,"11.5","2024-06-20 14:59:26"
"Kevin","Serviços de Telefone","108.0","2024-01-22 09:57:29"
"Adebola, Peter","Cricket/Baseball Bat","349.0","2024-02-02 18:30:06"
"Lillian Kessler-Baker","Rating of the Mayor","23650.0","2024-03-27 14:49:26"
"Lianne Fay","Caderneta","0.39","2024-06-26 18:16:19"
"Romy","Sapatos","268.74","2024-07-04 05:24:43"
"Mrs. Maha L.","Cargos e acessórios de cadeira","101.59","2024-09-18 12:43:22"
"Elena Zamora","Gasolina","19.0","2024-07-15 16:00:46"
"CARRINGTON, DANIEL","15000,00","3221.76","2024-06-10 12:09:45"
"KHANUM N. P.","Government","0.0155","2024-09-22 06:45:24"
"Joseph","Fuel","53.71","2024-06-29 15:43:56"
"Theresa J. Kirby","Alimentação","187.95","2024-04-10 14:20:53"
"Dagah, Emmanuel","Cable box (digital)","289.0","2024-07-27 10:41:27"
"Doug P.","Tratamento de audio","168.0","2024-02-16 10:07:31"
"HONG CHEE WEE","Government","19.9","2024-04-23 11:04:39"
"Sanderberg, Michael","Sony a6500 Digital Camera with 16-50mm Lens","10892.0","2024-12-18 18:25:15"
"Hamoudi سالم","Arroz 5kg","32.99","2024-05-29 10:24:18"
"Susan Monteiro","Table","412.0","2024-01-16 09:49:54"
"KANITA KUMARI","5000 - 10000","6784.61","2024-12-18 08:22:00"
"RITA FLOYD","Galera to go","131.6","2024-09-16 09:19:04"
"PATRICK ALEXANDER","Ferro Cajado","116.4","2024-05-12 12:55:47"
"PATRICIA MELO","Imovel","101700.0","2024-12-13 13:15:10"
"Nicole Schmidt","Gasoline","25.0","2024-08-03 07:36:48"
"Duan Gao","3000WH/220В 400В/50Гц 1х320В 3х32В 3х32А 3х32А VFD 1.1/1.2/1.3A/1.5","2332.0","2024-07-07 14:10:04"
"Brenda Mills","Alcoholic beverages","4.5","2024-10-11 18:30:17"
"CAROLINA STEELE","Veículo","6.0","2024-09-26 10:04:30"
"Faizal Rahman","Cobre","110.29","2024-03-17 11:27:00"
"Catherine Bakwin","Office supplies","1665.42","2024-05-04 12:26:32"
"Dr. J. Wick","Papel higienico","1.32","2024-01-03 11:34:18"
"AJAY SINGH","Samsung Galaxy A01 Core","698.0","2024-06-10 11:32:36"
"Jonathan","Serviço de Telefonia","40.0","2024-10-20 11:58:31"
"Mgr. Jan C. Frantz","The 10 Biggest Gaps in Your Memory","2.41","2024-04-12 11:16:57"
"ANAMBRA, CHINEDU CHIKE","CADASTRO DE PROVADORAS PARA UTILIZAÇÃO NO SISTEMA DE ENCAMINHAMENTO E ACOMPANHAMENTO","730.0","2024-06-04 17:39:56"
"s.c.","R$ 15,97","15.97","2024-08-21 11:21:53"
"SUSAN ALDIS","CODIGO DE CONTROLE","14.49","2024-12-20 17:54:43"
"Bilal","Computer software","1948.0","2024-03-03 18:45:33"
"Tanvir Hossain","Rice","20.87","2024-10-29 22:10:27"
"Austin Ferguson","Government","84.28","2024-01-28 18:54:35"
"RĂ³isĂ­n O'Connor","Government Services & Supplies","31.84","2024-06-04 14:20:05"
"DANIEL EGBO","Cell Phone","24.68","2024-03-07 17:38:17"
"NICOLAS MARIE-JEAN","BICICLETA","896.0","2024-08-17 06:59:07"
"Mr. Dharam Singh","Pen","12.25","2024-03-17 16:32:26"
"Fernando Silva","Gasolina","37.0","2024-09-11 15:32:55"
"Fredrick Smyth","Sausage","59.68","2024-07-09 08:51:36"
"Mrs. Marianne Andrews","Kidney Beans","102.7","2024-11-18 18:44:52"
"Conradin","1 Unidade Produto (1 Unit Product)","152.0","2024-08-20 12:27:37"
"Wong, Zhi Qian","Vehicle","26245.0","2024-04-09 15:36:19"
"Aditya","Adidas Sportswear","1149.99","2024-04-16 11:01:32"
"Michael","Airsoft 123456789","1.15","2024-12-13 16:37:43"
"SANDHANAN SANKARAN","International Air Fare","4589.0","2024-06-18 00:21:58"
"Andrew C.","Geladeira Samsung","3679.0","2024-02-10 09:56:27"
"NAGID MCCAIG","Fantasia","2100.0","2024-12-28 10:59:35"
"Patimok","Office supplies","180.0","2024-05-12 10:26:25"
"Seeton-Green, Marcos","Purchase for government","337.0","2024-10-22 10:49:47"
"LTC PRAVEEN KUMAR","Fuel (Diesel)","4.5","2024-07-27 14:20:00"
"Hugo Eib","PATINETE DE RODAS","22.7","2024-09-04 18:14:15"
"Mohammad Jawed","Government IT Services","936.0","2024-06-03 20:44:43"
"Nancy Flanagan","Licença de carro","60.5","2024-10-18 00:42:23"
"MARGARET","Rodizio Restaurante","200.0","2024-01-13 13:24:51"
"Asghar Axis","Jockey","104.0","2024-09-07 01:41:49"
"SRI HARI KARTHIKEYAN","Electronic Equipment","49.24","2024-08-05 12:56:54"
"Vasantha Lakshmi Reddy","Hair Cutting","21.0","2024-03-12 11:52:44"
"ALOYSIUS JONATHAN","PAPER (N.12)","12.48","2024-01-30 19:27:24"
"Odongo Charles","Parachute","199.0","2024-10-30 02:49:10"
"Tan, Tiong Hoe","250ml KATE BURNS PURE DEODORANT SPREY FOR WOMEN","0.0","2024-08-18 15:24:00"
"Ajay Kumar","Internet Bill","2.99","2024-05-02 09:19:30"
"Durgesh Kumar","Xerox","8.8","2024-01-10 16:30:00"
"TUMBO, BENNET","POSSUIÇÃO DE ONG","2007.0","2024-12-23 06:49:49"
"Marie Tremblay","Food","27.2","2024-02-27 10:52:26"
"Elif Dagli","Sabonete","72.65","2024-02-16 11:30:17"
"RICHARD HANNA","Hidrometro de 18 mm 18 mm com 2 metros de tubo","113.84","2024-12-31 23:47:18"
"Vicky","Telecommunication Services","1028.0","2024-02-24 03:06:37"
"LEO 	B","SAUDE","997.0","2024-05-01 14:16:56"
"Fahmy Mohamed Ahmed","Energizer 2x AA Batteries 20 Pack","44.7","2024-06-24 12:05:07"
"Marcelo Rosa","CELULARE NOKIA 6","671.99","2024-10-19 13:47:29"
"KIRK, JANET","Injury & Illness Prevention Program","53.0","2024-02-12 14:42:32"
"Julius K.","Preparo","69.1","2024-01-15 12:21:29"
"Jane Doe","Food","10.42","2024-11-16 19:13:16"
"Galina Novoselova","Kinder Bueno","1.0","2024-02-28 11:39:25"
"Adebayo, Boluwatife","Purchase of vehicles","285650.0","2024-01-11 14:33:14"
"Nguyễn, Hồng Hạ","MADURO, NELSON PINEDA","235.7","2024-08-10 12:52:45"
"Robert","Internet Service","175.39","2024-02-15 13:52:09"
"Franklin, George","00002215	01/07/2016	000273	Internet de Servi├žos	10,00","10.0","2024-06-25 07:30:00"
"Mr. G. G. Mudalige","Fuel","119.17","2024-05-12 00:54:50"
"Kwapong, S.B.","SALARIES AND ALLOWANCES","137.0","2024-09-18 16:16:12"
"Jason McKinley","Office Supplies","38.92","2024-01-22 14:49:28"
"Purshottam Panchal","2 x 10000.00","20000.0","2024-06-07 09:17:45"
"Karina Lynn Barlow","PNEU ESTIMULADOR","119.0","2024-05-04 11:10:39"
"Nwabueze, Chukwudi","Purchase of Data for Government","3335.0","2024-11-03 16:24:13"
"Kabir","Office Furniture","42.0","2024-06-29 08:48:05"
"Jacqueline","Desenvolvimento de software","1784.0","2024-12-31 01:00:00"
"Ganesh Das","Office Supplies","165.0","2024-02-16 06:40:43"
"Haris Khan","BURNER PILOT","18.2","2024-05-24 23:33:00"
"Amy Schneider","Purchase de Computador e Impressora para uso pessoal","1615.6","2024-09-01 07:45:17"
"Nikolaos","Cleaning services","126.0","2024-03-16 16:07:11"
"LATIFAH BINTI MOHD","Biru","270.0","2024-10-10 09:00:00"
"Dickson","Tractores","123500.0","2024-01-01 14:39:12"
"Ejaz Ali",0,"1.0","2024-03-21 08:29:19"
"Nandini Rao","Procurar por 2016","10.88","2024-05-27 18:30:19"
"William Minkler","Hard disk","188.0","2024-01-12 16:49:30"
"Mrs. Florence M. Miller","Social Security","136.8","2024-05-29 01:53:39"
